MLS No,Latitude,Longitude
ME223111666,37.7531833,-121.4399424
ME224025746,37.902068,-121.2941293
41059494,37.7946331,-122.1918186
ME224035782,38.781079,-121.2988256
ML81914043,37.68387,-121.7467846
41048800,37.9112514,-122.3777932
ME223089334,38.4418039,-121.3739076
ML81960245,37.2557137,-121.834113
ML81928474,37.20524109999999,-121.8514737
41057315,37.8144302,-121.2063006
ME223059352,38.8046303,-121.3752535
ME223108413,37.6563712,-121.0152849
ME224002659,37.6865279,-120.9478557
ME223051599,38.756466,-121.369112
ML81975209,37.3304468,-120.4376191
ME224085393,37.640257,-120.9530849
ML81971968,38.3849231,-121.4252381
ME223027744,38.70256699999999,-121.3192103
41015735,37.7192329,-121.7111251
ML81965657,37.3517591,-122.0389289
41046489,37.6278976,-122.0839414
ME223061150,37.6970725,-121.02477
ME224057181,37.9686222,-121.3355354
ME223030583,37.9663068,-121.3061519
ML81920298,37.23412709999999,-121.8641122
ME223023431,37.6249268,-121.006322
ME223088763,37.7272803,-121.4240702
ME223083014,37.6811848,-120.9675031
ME222149541,37.6809696,-121.0131676
ML81915928,37.637817,-122.0451711
41066172,37.5784915,-122.0356479
ME223011008,38.758377,-121.3131287
CRMC24033822,37.3296478,-120.4694679
BA323930162,38.4688015,-122.6770911
ME223069794,38.5583661,-121.192397
ME223022640,38.7820057,-121.3432617
ML81955707,37.3851961,-121.8211168
41065938,37.6900543,-121.7952408
ME223033111,37.6785411,-120.9511814
ME224043925,38.7869655,-121.3428713
BA323001643,38.4799043,-122.668951
ME222050355,38.3736974,-121.4149748
41040456,37.6165649,-122.0413113
CRMC24156639,37.280639,-120.494429
ME224048467,38.0189043,-121.342022
BA324057784,38.2768966,-122.0305432
ME224021924,38.7381452,-121.2881845
BA323051934,38.3589254,-121.998474
ME223002958,38.3979427,-121.41629
ME223055192,38.7063584,-121.3030174
ME223025077,38.4147266,-121.3477649
ML81927616,37.5236623,-122.3015828
ME223108467,37.9904958,-121.3554157
ML81963489,37.2288381,-121.7945993
ML81958937,37.3704876,-121.8661566
ML81937388,37.2466469,-121.8271783
ML81922008,37.3246353,-121.8403782
ME222146451,38.0559034,-121.3238167
41022981,37.96890810000001,-121.3092669
ME222129723,37.9816418,-121.3360963
ME223008826,37.6847901,-120.9330013
41051176,37.9506381,-122.3192807
BA323913218,38.4194835,-122.7197698
ML81967053,36.6661452,-121.6225
ME222136743,38.7917117,-121.3762966
ML81925828,38.43078910000001,-121.4553845
ME223075483,38.0037356,-121.3341702
41050667,37.7466831,-121.4502537
ME223017436,38.5503531,-121.2184141
ME224035912,38.7708444,-121.3334071
ME223071871,38.3981203,-121.4249873
ML81970915,38.7268868,-121.3011995
ME224008845,37.9597148,-121.3261468
ME223103288,37.84028139999999,-121.2386035
ME223010271,37.67199919999999,-120.9691553
ML81923385,37.6774505,-121.0437523
BA324048065,38.32444,-121.939063
ME223067608,38.777829,-121.3879649
ME224067345,38.0399983,-121.3535429
BA324007028,38.110465,-122.2336338
ML81920284,36.7073156,-121.6419975
41030947,37.9443324,-122.3531511
ML81925517,37.5593097,-122.3260072
ME222145732,37.6904362,-121.0087261
ME223106669,38.8032263,-121.3462739
ME223012044,38.76739389999999,-121.3920547
ML81917858,37.65139509999999,-122.0789152
ME224026198,38.3849464,-121.3905675
ME223059705,38.7793099,-121.3433654
ML81936989,37.3207577,-121.8854788
BA324038808,38.2635054,-122.0630135
ME223112342,37.6654186,-120.9523732
ME223064459,37.97029390000001,-121.3200947
41015847,37.6575411,-122.0813224
ME223101733,38.7024709,-121.3071519
41033975,37.9416209,-122.36603
41020733,37.53639709999999,-121.9642825
ML81960886,37.3305266,-121.9212704
BA323002136,38.1222339,-122.2406344
ME223056483,38.3869705,-121.4090051
ML81922650,37.4152224,-121.8541594
ME222136054,37.9914226,-121.2784399
ME223058386,37.9283122,-121.2707509
BA323906358,38.1157323,-122.2373237
41025830,37.7446737,-121.4471684
ML81931851,37.2622973,-121.9041237
ME224024667,38.4479492,-121.3610094
ME223067831,37.6570341,-120.9533291
41033994,37.84529029999999,-122.2460745
ME224038679,37.750497,-121.4560404
41021376,37.5788073,-122.3148038
ML81973720,37.5662617,-122.2897884
ME222146464,38.0254675,-121.3195742
ME224002239,38.7105091,-121.3200808
ME222139773,38.3877731,-121.4105807
ME224005605,38.0387523,-121.3631198
ML81940226,37.29666479999999,-121.9074147
ME223048842,38.4045476,-121.4077026
ME223115820,38.3788929,-121.4046866
ME224086414,37.9645025,-121.2162043
ME223068655,37.9902634,-121.2910005
ME224074728,38.4101718,-121.3430924
ML81943953,37.3775775,-121.87422
ML81918015,37.23308790000001,-121.8393334
ME223010367,38.4436723,-121.4060038
ME223112839,38.79354170000001,-121.3314599
ME224053814,38.7126163,-121.2594399
ML81961032,37.3076567,-121.8887907
ML81939673,38.0441774,-121.3437306
ME223069215,38.3922564,-121.4025385
ME222122673,37.9825836,-121.2629165
ME224006959,38.5521059,-121.1926008
ME223061389,38.726214,-121.2987137
ME222127713,37.6417264,-121.0213478
ME224040556,38.5528089,-121.2107879
41051209,37.5245754,-121.9627086
ML81967127,37.3434432,-122.0115741
ML81942762,37.5563576,-122.3130156
ME223024266,37.6461161,-120.9309036
ME224046216,38.0050756,-121.3144449
ME224048347,37.9185205,-121.2384457
ME223111155,38.7775518,-121.2945752
ML81926986,37.2468073,-121.7811235
BA323900769,38.36039239999999,-122.0036538
41058214,37.6658567,-121.7834597
ME223099504,37.6726699,-120.9981575
ME223110305,37.9875068,-121.2798485
41013077,37.9168855,-121.24184
ME223069057,38.7922623,-121.3922834
BA323021914,38.4472253,-122.7560416
41039879,38.1461655,-122.2383081
ME224036419,38.723912,-121.2990294
ML81975739,37.30518110000001,-121.8342995
41037223,37.6198735,-121.0229021
ME223048209,37.7114012,-121.4426941
ME223118051,38.388362,-121.409143
ME224043368,38.7455984,-121.3080736
ME224014027,37.6789148,-120.9424317
ML81917863,37.328703,-121.7721703
41048247,37.9611574,-121.3287631
ME224002871,37.9840542,-121.3050793
ME224014301,37.7917722,-121.2048657
ME223114104,37.674156,-121.00396
ML81962777,37.3789046,-122.0504326
ME223001637,38.756562,-121.397688
ME223014159,37.9166642,-121.2407243
41053676,37.987837,-122.351832
41047271,37.5164353,-121.9541239
ME224043982,37.6775719,-120.9683394
ME223049387,38.7327965,-121.2518752
ME223091559,37.929151,-121.3091909
ML81939485,36.6753193,-121.6688991
ML81931116,37.2338664,-121.8725352
ML81972381,37.3145338,-121.8806536
BA323044138,38.4060129,-121.940989
ME224028791,38.3800959,-121.4346445
ME223098826,37.9761291,-121.3079597
ME222136463,38.7729164,-121.3449295
ME224003880,38.5582332,-121.2122099
41053196,37.9683404,-122.3310177
41054536,37.676923,-122.1143063
ME223024283,37.6841033,-120.9652917
ME224016405,38.4149901,-121.4243428
41011284,37.6411266,-122.0938678
ME223000466,37.3613189,-122.0595017
ME223115571,38.0468056,-121.3445685
ME224007772,37.6658446,-120.9335955
ME223075687,37.91657410000001,-121.2410542
41056362,37.6366848,-122.1047537
41016492,37.7440829,-122.1767762
BA322099844,38.2759058,-122.0430869
ME224037559,38.7042408,-121.3183795
ME223097956,38.051493,-121.269983
ME224005872,38.4317765,-121.4458787
ME222149620,37.6035693,-120.9988144
ME223109387,37.67400749999999,-120.9652376
ME224016624,38.557034,-121.230668
CRMC23166411,37.2995924,-120.469143
41053217,38.2682439,-122.0211572
BA324007380,38.4745996,-122.6524601
ME222149974,38.388693,-121.4105941
ME223101236,38.5707975,-121.194913
ME223113090,38.4186919,-121.4719922
ML81942168,37.2792434,-121.9819036
BA324009711,38.2711945,-122.0094202
41052193,37.685815,-121.7887876
ME223104848,37.94920219999999,-121.2851732
ML81954938,37.3636211,-121.998141
ME223014732,38.766153,-121.2280085
ME223007743,38.0498348,-121.2703836
ME223103142,37.6784312,-121.0182735
BA323906947,38.3238445,-121.9615086
ML81932050,36.7145879,-121.6366666
ME224077146,38.7321687,-121.2533059
ME222140582,37.7073708,-121.441505
ME224049918,38.785097,-121.322493
41062804,37.7020319,-121.0384425
ME223008348,38.4306246,-121.4492092
ME223035062,37.6584389,-121.0473077
ME223112487,37.6489181,-120.9920629
ML81925435,37.3139191,-121.9644542
ME223111660,37.6499267,-120.9016428
ML81935503,38.0324559,-121.3278164
ML81963151,37.6155594,-122.0323981
ML81945474,37.6806473,-120.9439127
ME223117422,38.0491565,-121.4062571
ME224042843,37.6879289,-120.9445834
41048978,37.638356,-122.1068093
41047222,37.7225303,-121.7217411
ML81913394,37.5724966,-122.3068649
CRMC23160736,37.2821442,-120.4293356
41026022,38.4496431,-121.3651959
ML81956818,37.3116059,-121.9182997
ME224057098,38.0029857,-121.3396823
ME223114422,38.7926919,-121.3421454
BA324060360,38.07011019999999,-122.2067586
ME223038909,38.3876286,-121.4105494
SF423733709,37.3471362,-121.876524
ME223062579,37.5997877,-121.008804
ME223022871,37.6910779,-121.0330657
ML81968467,37.3804895,-122.0389066
ME223003878,38.7243353,-121.2934581
BA323900812,38.26866649999999,-122.0502549
ME223029508,38.7365573,-121.2373226
41066746,37.406889,-121.850791
ML81915367,37.3210983,-121.7902768
ME224070590,37.3399443,-121.9309013
BA323052874,38.4439008,-122.6815145
ME224006844,38.6930488,-121.3045625
ME223013844,38.770028,-121.3599566
ML81961960,37.57506679999999,-122.3136851
CRMC23152411,37.3063789,-120.4636118
ME224036178,38.7351854,-121.2871865
ME224027944,38.0183187,-121.3490803
ML81939355,37.2965975,-122.0272952
ME223047240,37.9805433,-121.2716897
41052937,37.5352405,-121.9247517
SF423745325,37.7990858,-122.2489429
CRMC24091226,37.3263897,-120.533931
ME223108670,37.2538891,-121.9285284
ME223036680,37.99487329999999,-121.2984619
CL23230498,37.322681,-120.5255524
41041131,37.9493835,-122.3461193
ME223006480,37.6949954,-121.010537
CRMC23230468,37.3053914,-120.4587501
41043634,37.7709306,-122.1571027
ML81952483,37.3264615,-121.7782793
ME222148552,37.774643,-121.2401546
ML81962351,37.583131,-122.0341665
ML81928311,36.57289300000001,-121.7234423
ME223083852,38.7700894,-121.3547073
41030031,37.9052832,-122.3101789
41019325,37.6264841,-122.0702162
ME223009016,37.6434913,-120.9242456
ME222141745,38.4363923,-121.3924764
ME224035523,37.6430429,-120.9344871
41057540,37.6455378,-122.0719847
CRMC24149158,37.2879911,-120.5048659
ME223051994,37.671244,-121.0052181
ML81944446,37.5634269,-122.3100486
ML81933000,37.2992429,-121.8910739
ME223111865,38.55677,-121.230353
ME223118372,38.0523889,-121.3882215
ME223009608,38.7724532,-121.3913249
ME223011778,38.0475299,-121.3997442
ME223060544,38.4164937,-121.341623
ME224051052,38.0077726,-121.2856694
ME223106313,37.9628997,-121.3145291
ME223012542,38.0149688,-121.3071706
ME223055669,38.7588851,-121.3059284
ML81940668,36.7053196,-121.6165769
ME223087713,38.0083558,-121.3113186
ME224006089,38.7762553,-121.3933374
ME224024148,38.0323101,-121.2989787
ME223075630,38.3968237,-121.4775974
ME223118259,37.6911183,-121.0452231
41028317,37.9872482,-122.3541215
BA323927536,38.43509969999999,-122.580421
41015959,37.6923286,-121.7965308
ME223015815,38.7885394,-121.3402947
ML81927786,36.7081522,-121.6274655
ME223046355,37.9525935,-121.2508411
ME223029653,37.9205336,-121.2546534
ME222135303,38.7620519,-121.3226771
ME224012818,38.7911367,-121.3500978
ML81966472,37.79675720000001,-121.2273912
41063784,38.0821019,-122.2228341
ML81934671,36.6985343,-121.6371251
ME224068190,37.9688579,-121.310139
ME223008627,37.6231746,-121.0203055
ML81951703,37.5392408,-121.9338245
ME223068465,38.5705312,-121.1960981
ME224057193,38.7392954,-121.2753897
ME223082933,38.7738497,-121.3760882
ML81951124,37.6601786,-122.0987012
ME224063430,37.7570888,-121.4189057
ME224032768,37.6878072,-120.9718487
ME223024909,38.757067,-121.359688
BA323913909,38.3664379,-121.9491274
ME224074985,38.794162,-121.3442883
CRFR22252327,37.2893304,-120.5026636
ML81917939,36.6626265,-121.6714327
41058846,37.8415268,-122.2332601
41065000,38.3377091,-121.9388073
ME223005332,38.0075485,-121.3016034
ME223082648,37.9608567,-121.3040368
41022696,37.9580885,-121.329574
ME222142850,37.82573259999999,-121.2473032
ME224028501,37.6726162,-120.9970645
ME223022558,37.9194896,-121.2563739
ME222113316,38.711596,-121.3031823
ME223102736,37.7513703,-121.4419819
ME223002919,38.0052709,-121.3271997
ME224077497,37.6798879,-121.0194563
41026671,37.9860314,-122.3553595
ME224053694,37.6702353,-120.96375
ME223103241,37.7574748,-121.4377005
BA323900829,38.4555606,-122.7693479
ME223014108,38.7635194,-121.2271575
ML81957720,37.4051905,-121.8449663
ML81934744,37.30084129999999,-121.911953
BA322096804,38.3402884,-121.9516833
ME224011494,38.0438572,-121.2665096
ME223033361,38.7958646,-121.3884948
ME223001234,37.9303056,-121.311369
ME223117540,38.3863468,-121.3865119
ME222134625,37.8030727,-121.1993791
BA324024658,38.330715,-121.9644231
BA323018032,38.4339751,-122.5866859
ML81960284,37.3112589,-121.7652008
ML81925363,37.2318605,-121.7699095
BA323036478,38.284261,-122.0236528
ME223022734,38.800199,-121.3295311
ME223067010,37.657461,-121.0399826
ME223029651,37.9098382,-121.2985652
ME224012648,38.0036178,-121.339946
ME223029214,38.7601063,-121.225891
ME223107433,38.3792377,-121.4050945
41053138,37.7181449,-121.7134227
ML81967359,37.3679657,-122.0512314
ME223002036,37.6410821,-120.9547139
ML81955943,37.5359006,-122.2928754
BA323004037,38.368133,-121.9459926
ME224050235,38.4454664,-121.3703163
ME224075664,38.4311467,-121.4422274
ME223097449,38.4170381,-121.4254621
ME223108576,37.6758174,-120.9863675
BA323042011,38.3396472,-121.9475766
ME223055234,37.96903,-121.3206311
ME224019715,37.6694201,-120.9705602
ME223043665,38.4331639,-121.4540615
ME224046453,38.7756225,-121.3405083
ME224002658,38.0262908,-121.3464126
41034552,37.517128,-121.9661421
ML81956828,37.2998102,-121.9777457
BA323015953,38.4715895,-122.6549595
41045076,37.5287169,-121.9806769
ME223014142,38.7758985,-121.3606921
ML81853771,37.3433768,-121.8725606
ME224078448,37.9958128,-121.341044
ME223062854,37.9684797,-121.3483331
41063769,37.6610623,-122.0881828
BA324026166,38.27159109999999,-122.003876
ME224000113,38.7558125,-121.3520951
ME224036452,37.682922,-120.9540813
ME223070559,37.3414827,-120.4963672
41054687,37.5175093,-121.9556934
41034227,38.2752207,-122.0367537
ML81948057,37.2492605,-121.9413449
ME224028342,37.9869595,-121.3581254
ME224060111,37.9161146,-121.2300044
ME224007221,38.4176836,-121.3844253
BA322103722,38.3227152,-121.9561125
ML81928987,36.701927,-121.6562871
41072968,37.5638291,-121.986533
40996202,38.0556684,-121.3455049
ME224031385,37.6450256,-120.9307307
ME223041396,38.0197971,-121.3083246
ML81933071,38.6199163,-121.2782644
ME224056516,38.4335054,-121.42964
ME223070377,38.6948951,-121.2942361
ME223008295,37.924938,-121.3194092
BA324023563,38.4495194,-122.7417261
ML81922852,37.3408509,-121.8736771
BA324027334,38.4335862,-122.5858476
ME223022295,37.7880303,-121.2243971
ME223013950,37.99947460000001,-121.2724026
BA323040162,38.1940757,-122.1397063
ME224015214,38.0225195,-121.3207271
ME223022795,38.0461712,-121.268683
ME224003630,37.7794322,-121.2607438
41020537,37.671288,-121.7831224
SF423725598,37.6682242,-121.7848416
41037350,38.0067023,-121.3233708
41034856,37.6363483,-122.0837777
ME223020244,38.4127527,-121.4197868
41019600,37.6876351,-122.0506511
BA323915237,38.4823665,-122.6572334
ML81947174,37.3987917,-121.866184
ME223006863,37.9917145,-121.2773223
41050008,38.2558061,-122.0332542
ME223104748,38.5792014,-121.2937818
ME224082934,38.0442988,-121.3634071
ME223083192,38.75981300000001,-121.380272
ME224083936,37.6406327,-120.9740463
ME224019224,38.4288564,-121.4433907
BA324041787,38.3440502,-121.9431188
BA323916983,38.4626057,-122.6529447
ML81954858,37.2982003,-121.979651
ME223002665,37.629017,-121.0028894
ML81948666,38.3739483,-121.4461759
ME223010017,38.7198933,-121.2638661
ME223057169,38.7241096,-121.2561314
ML81934791,37.2560747,-121.8364245
41021637,37.6304512,-122.0642695
ME222124746,38.73130400000001,-121.3766794
ME222142108,38.767855,-121.391186
41042100,38.0750421,-122.2016309
ML81913163,36.6753254,-121.6002517
ME223022372,37.6749828,-120.9784231
ME222131401,37.6689784,-120.9298319
ME222131267,37.9677491,-121.3026543
BA324011376,38.4431068,-122.6937157
41022683,37.6997055,-121.4732958
ML81949589,37.3993273,-122.0056453
ME224066138,37.9037461,-121.3126439
41024454,37.6203821,-122.0406444
41055293,37.8328181,-121.2439669
41034388,38.6164842,-121.2944191
ME223066861,38.0249862,-121.3550452
ME224068889,38.7872449,-121.389884
ME222124535,38.7778312,-121.393
ML81922646,37.2231917,-121.8757501
ME223063986,38.4114762,-121.3397767
BA323044029,38.4708281,-122.7123807
ML81949835,37.2825291,-121.8849165
ME223085218,38.4488256,-121.3772702
ME223077469,38.6995111,-121.3133886
ME223085932,37.9078361,-121.2952134
ML81923205,37.2783895,-121.8912114
ME223024545,38.5462513,-121.1975191
BA323925132,38.3520673,-121.9681042
ME224001233,38.0157046,-121.3144425
ME223088982,37.6936857,-120.9882819
ME223036721,38.024028,-121.3189126
ME224020907,37.8196709,-121.2326364
41032676,38.7544399,-121.319723
ML81970970,37.3640959,-122.059649
ME223068934,38.3979629,-121.4739372
ME223063441,38.7613845,-121.3510772
41051138,37.6958713,-121.7914522
ME224070188,38.4399391,-121.3884704
BA323909812,38.4472088,-122.7556301
ML81926773,38.0244655,-121.3166395
BA323009336,38.3430041,-121.97435
ME223053837,38.797292,-121.386296
41047923,38.3489471,-121.9420879
ME223012667,38.0365359,-121.3689742
ME224027453,38.4218895,-121.4216853
SF424047775,37.2346413,-121.8181347
ME222118986,38.5964971,-121.3003532
41008603,37.6480411,-122.0832942
ME224043791,38.77816139999999,-121.3427956
ME224010694,37.666781,-120.9805225
ME223005404,37.9441672,-121.3172796
41059248,37.5627286,-122.3008818
ME223020506,38.7208745,-121.3032404
ML81916826,37.5713307,-122.3353082
BA324032222,38.3636956,-121.9917639
41016127,37.7719666,-122.1978624
ME223018816,37.924596,-121.2624658
ML81944013,37.3397833,-122.0121559
ML81949642,37.30023,-121.8871375
ME223066605,37.9910383,-121.3603603
ME223043195,37.9025032,-121.293095
ME224003241,37.6398659,-120.9579245
ML81940567,37.2442527,-121.8459337
ML81916368,37.367003,-121.8158244
41003996,37.7171107,-121.4120868
ME223071873,38.7666638,-121.3598526
ME224026062,38.7838583,-121.354224
41007332,37.8424903,-122.2708873
ME224006016,38.7900373,-121.3308493
ML81977557,37.3684994,-122.0147044
ME223070475,37.6609738,-121.0164509
ME224002677,37.6797579,-120.9517901
ME222121125,37.7584102,-121.4385839
ME224007211,38.3894469,-121.409153
ME224046674,38.593533,-121.3116042
ME224014279,38.052369,-121.27316
ME223076496,38.0340604,-121.2712091
ME223118508,37.7944273,-121.2411786
ML81930790,37.2272979,-121.8090566
41049067,38.0135196,-121.3068137
ME223008523,38.3847391,-121.4505835
ML81945803,37.56993,-122.3082049
ML81934722,37.5658927,-122.0625286
ME223103458,37.7462671,-121.4642082
41017512,37.6846736,-121.7822055
BA323918080,38.296101,-121.9846289
ML81908784,37.9290084,-122.3637702
ME222129893,37.635202,-121.0093088
ME224043729,38.4230344,-121.4208942
ME224021436,38.74297749999999,-121.3131964
41015465,37.7907533,-122.1842487
ME224010557,38.7246375,-121.2391184
ME224044291,38.03924480000001,-121.3702586
ME224050340,38.7576462,-121.346023
BA323012239,38.335092,-121.9465999
41044376,38.11133580000001,-122.230481
ME223117783,37.7034264,-121.0264058
ML81970224,37.2065272,-121.8452156
ML81959972,37.3422998,-121.8163484
ML81954393,37.5631148,-121.9691248
ML81965179,36.6554521,-121.6468927
41059133,37.9358633,-122.3413433
BA324066655,38.2615882,-122.0272992
ME223111114,37.639076,-120.9567072
ME224027977,38.77449,-121.3997497
BA323924316,38.4708245,-122.7593224
ME224068293,37.965668,-121.3211226
ME223036334,38.3898608,-121.3674303
ME224064969,38.4178491,-121.441074
BA324040869,38.4433077,-122.6942571
ME222144553,37.7972101,-121.2273571
ME223051666,38.7657686,-121.223112
ML81930747,37.7829247,-121.2801208
ME224045089,37.6612807,-120.9189778
ML81920069,36.7098843,-121.6072128
41044504,37.9413487,-122.3606251
41032520,37.9648171,-121.257115
41057398,37.57076,-121.965214
41052259,37.9454416,-122.350524
ME223103100,38.558117,-121.227453
ME224048142,37.7245931,-121.44637
ME224075414,38.7768754,-121.2974124
ME224041115,38.7375756,-121.282077
BA323920467,38.1876898,-122.1398283
ME224070418,38.7777576,-121.3442755
ME224065167,37.6813882,-121.461017
ME223040190,38.3962226,-121.384051
ME224036190,37.6171807,-120.9563275
BA323050149,38.0999425,-122.2095576
ML81947044,37.3531425,-121.8772022
ME224007873,38.4151014,-121.3718519
ME222149471,38.7881235,-121.349562
ML81937003,37.2762991,-121.8998151
ME224075051,38.032207,-121.3223482
ML81927143,37.99997279999999,-121.2730474
ME223030405,37.6927022,-121.0016348
ME223067009,38.7797386,-121.3331169
41039806,37.7259919,-121.4535453
41019997,37.8343889,-122.2598593
41019022,37.6622494,-122.0899565
41030659,37.5716116,-122.0515594
ME222150095,38.0512477,-121.322829
ME223055583,38.0022008,-121.3336673
ME223047862,37.969803,-121.3255449
BA324003863,38.2720661,-122.0275993
ME223096581,38.018158,-121.3073431
ME223082492,38.048006,-121.3811373
ME223030348,38.5976934,-121.2996979
ME222140287,38.7545179,-121.3781742
ME223014901,38.746697,-121.317377
ME223027366,38.0103331,-121.3619818
ME224048711,37.978088,-121.3343721
41035639,37.5309139,-121.9967339
41055694,37.6115057,-122.0928458
ME224045709,38.3874239,-121.4332302
ME223003802,38.7567343,-121.3681495
ME224057518,38.7918489,-121.3343206
ME223026412,38.6733166,-121.300533
ML81930461,37.5552373,-122.3208272
41030137,37.5208259,-121.9749231
ME224033089,37.9043899,-121.2943232
ME224057393,37.6798618,-120.9489337
ME222088018,38.0494007,-121.2719074
ML81956677,37.6105108,-120.9476351
ML81933351,37.3310749,-121.7716873
41020404,37.71043470000001,-121.740407
ME224047286,38.7793959,-121.3734157
ME224036414,38.763563,-121.3155692
ME223092446,37.9697809,-121.2632118
ME223007797,38.0189196,-121.2877331
ME222084528,37.6941248,-121.0467777
ME223079102,38.010351,-121.3004063
ML81937484,37.5669645,-122.303808
ME223039823,38.701302,-121.3197695
ME222124215,37.9555513,-121.3322042
BA324014891,38.3535814,-122.0014783
CRMC23047157,37.3141563,-120.5005123
ML81969929,36.6899642,-121.6636785
ME223040977,37.7298653,-121.4261897
41063618,37.6309932,-122.0932272
ML81965411,37.5585118,-122.2978845
ME223103313,38.3856252,-121.4385604
ME223074116,37.6610013,-120.9907936
ML81926450,37.338712,-122.0203132
ME224063382,38.8010316,-121.3515306
BA323028633,38.2848024,-122.0543374
ML81920733,36.6674477,-121.6824014
BA324033015,38.4592704,-122.7111006
ME222141608,38.389769,-121.4432371
ME224066934,37.64059659999999,-120.9297563
ME223113022,38.792518,-121.375115
ME224037235,38.7712738,-121.3424053
ME224016130,38.7550853,-121.3163713
ME222077350,38.8056709,-121.371851
ME224079701,37.9392009,-121.2486343
41026964,38.7666525,-121.3908614
ME224039540,37.682922,-121.0252576
ML81964103,37.2939863,-121.8840208
BA323925356,38.27874240000001,-122.0104968
ME223018517,37.6721065,-120.932946
ML81970997,36.7273496,-121.6485293
ME223065931,37.6299948,-122.0593515
ME223080874,38.0106625,-121.3016257
ME223025998,38.80883310000001,-121.3292053
ME224002868,37.9030376,-121.2930795
ME223098860,38.0353532,-121.2668596
ME222112964,37.9318359,-121.2775727
BA324009557,38.4470819,-122.6854449
BA324056263,38.4344268,-122.5815014
CRMC23213181,37.3205641,-120.4572799
BA324000336,38.2560059,-122.037262
41029415,37.6844545,-121.7446495
ME224024192,37.969754,-121.3257395
ML81967321,37.2709195,-121.8230993
ME224019456,38.050294,-121.271081
41057075,37.684394,-121.8011968
ME223115516,37.8185147,-121.2291684
ME223025342,38.4485182,-121.4083782
ME223038331,37.9305159,-121.2750273
41030829,37.6829872,-121.729373
ML81934062,36.6670346,-121.6801844
41018785,37.6672131,-121.7731993
BA324022548,38.1460137,-122.2591631
ME223054490,38.8007622,-121.3926379
ME223069076,38.6083806,-121.2913484
ML81954098,37.3224914,-121.9251556
41055904,37.7574748,-121.4377005
ME222140824,38.4238047,-121.4776527
ME223064006,37.6530506,-120.9627872
CRCV23169280,36.6975966,-121.6374385
BA324041781,38.3479838,-121.940356
ME223091861,37.67986940000001,-120.9487515
ME223032181,37.684116,-120.9418937
ML81950127,36.6996264,-121.6441139
ME223103503,38.39621169999999,-121.4332542
ML81949869,37.89733409999999,-121.3244624
ME224067812,38.80112430000001,-121.3676831
ME222143609,38.0480112,-121.2654171
ME224039045,37.6761802,-122.0993689
ME223022256,38.8036924,-121.3736505
ME223078637,38.5520542,-121.2190937
ME223111465,37.6407646,-120.9700074
41032309,37.6673976,-121.775045
ME223051131,37.6805661,-120.9675079
BA322081099,38.4325953,-122.5816964
41061003,37.6478245,-120.9253675
ML81941712,37.3938874,-121.8806981
41022386,37.8507036,-122.2552506
ME223039354,38.051848,-121.269469
ME224044668,38.4005537,-121.3695793
BA323025745,38.2181382,-122.1529172
ML81950880,37.2420957,-121.8488964
ME223049253,37.6038313,-121.0093883
ME224071619,38.676739,-121.3127847
ME222148064,38.0405853,-121.3364489
ME223017726,38.0552335,-121.3568153
CRMC23054898,37.34027409999999,-120.4939885
ME223111356,38.4152663,-121.4095001
ML81959794,36.7278302,-121.6503906
SF424055876,37.5510499,-122.300726
41016748,37.6860444,-122.0974041
ME223047791,38.7914127,-121.3510758
ML81954507,37.3134208,-121.7704191
ME223073201,37.6579142,-120.9632249
ML81963165,36.6626995,-121.6552955
ME224017111,38.051059,-121.273173
ML81953752,37.3651232,-122.0442115
ML81924483,37.5355007,-122.3069427
ME224023725,38.049112,-121.405313
ME224059738,37.6610437,-120.9805293
ME223117261,37.6540245,-121.0455815
ML81962422,37.3115635,-121.7960665
ML81950517,37.5854488,-122.060301
ME223062327,38.7188758,-121.3119164
ME223022044,38.7700073,-121.3975232
BA324021533,38.2752827,-121.9691038
ME224073039,38.5546251,-121.240226
ML81946486,37.2028337,-121.832977
ME222141976,38.0007374,-121.334592
ME222129585,38.4411876,-121.3785464
BA323023621,38.2541975,-122.0271587
ME224018995,37.6445416,-120.9545702
ML81946922,37.6785141,-122.097958
ME223029397,38.0522741,-121.2718791
ME224075122,37.9789707,-121.3342507
41033053,38.7887979,-121.3930107
ME224041913,38.7715828,-121.3957295
ME223003646,38.0514838,-121.2727478
41051332,37.6589957,-122.1062864
ME224022489,37.9389802,-121.2482039
BA324051933,38.3511763,-121.9685622
ME222133368,37.8185614,-121.2409288
ME223079719,38.7292812,-121.2466202
ME223066041,37.9391536,-121.2474147
ME223085917,38.4343761,-121.4264228
BA322104240,38.2512605,-122.0558477
41014277,37.5713469,-122.0468234
ME223099310,37.6950189,-121.0195093
ME223097573,37.6586848,-120.9831909
ME224004107,38.7822727,-121.3382338
ME223089802,38.0004344,-121.3053402
ME224024313,38.3873224,-121.3700472
41033081,37.3457774,-122.0161517
ME224065159,37.89809,-121.3098347
ML81923893,37.5448623,-121.9289222
ME223037504,38.4316322,-121.4411474
ME223014938,38.6982558,-121.3028287
ME223014360,38.783337,-121.3542748
ME223089624,37.963736,-121.2292329
CRMC23040997,37.2799795,-120.4964399
ME223117026,37.3259975,-120.4797099
ME224011962,38.3923426,-121.393024
ML81950641,37.3803917,-122.0383841
ML81935643,37.5781497,-122.3169665
ME224026434,37.6712928,-120.9413248
ME223066266,37.6472169,-120.9900686
ML81956172,37.2179594,-121.8466749
