MLS No,Latitude,Longitude
ML81943535,37.5319527,-121.9710374
ME223102792,37.6431276,-120.9723281
ME224029175,38.005282,-121.3296299
41026760,38.0312847,-121.2653687
ML81918950,37.3856305,-121.8199249
ME222111225,37.6719518,-122.1134556
ML81946629,37.578694,-121.9613295
SF423719931,37.6847556,-122.0459974
41018094,38.3682393,-121.9803469
ME224053783,37.7178125,-121.4094955
41013556,37.7490583,-121.4204023
ME223091469,38.0565038,-121.3987103
ME223092673,37.6790588,-120.9837472
ME223033695,38.0348598,-121.2891725
BA323922473,38.3610761,-122.0064665
ME224055395,37.9649764,-121.3075244
ME224026442,38.7573265,-121.3707616
BA323915350,37.9030018,-122.3152578
41055407,37.988686,-122.351888
41057696,37.7476588,-121.420693
ME223011322,38.3820696,-121.3803578
ML81951627,37.3906639,-121.813506
41048537,38.4271372,-121.4399063
ME224020639,37.6692382,-121.0091924
ME222130373,38.3844135,-121.4330728
CRRS22148663,37.6728407,-120.9355101
ML81942357,37.2949685,-121.884665
41016238,37.9271853,-122.3603765
ME224033722,38.5462533,-121.1979033
ME223115292,37.8045291,-121.2079683
ME223105159,38.41718290000001,-121.4619631
ME222126508,38.8024224,-121.3733911
ME224023529,38.4158987,-121.4793894
ML81947602,37.237693,-121.8833379
ME224044183,38.5513095,-121.1915491
ML81936804,37.2625743,-121.8958635
41023151,38.1103888,-122.2420574
ME224079281,38.3966797,-121.3999289
ME223038082,38.0149687,-121.3063163
ME223085051,38.4227696,-121.3821271
ME224084377,38.0477048,-121.3463994
ME222148435,37.96064519999999,-121.2309388
ME223035854,37.6731328,-120.9452196
ME224040422,37.9301713,-121.3007678
41042762,37.6631305,-121.016919
ME223113523,38.558431,-121.227977
ME224039908,38.7694429,-121.3833582
ME223114955,38.7893344,-121.3467313
ME223064948,38.7600462,-121.3720631
ML81941316,37.3097802,-121.9442189
ME224035416,37.9913002,-121.2764973
CRMC24055297,37.670475,-120.9705782
ME222111270,38.0303729,-121.2655046
ME223098992,38.7265549,-121.2739682
ME223055601,37.6872453,-120.9501194
ME222141110,38.7852704,-121.3389606
ME223084545,37.9282872,-121.2679007
CRMC24057157,37.2943355,-120.4634749
CRMC23134772,37.3364311,-120.4971009
ML81950530,37.3155101,-121.8969056
ME224008534,37.6392718,-120.9722668
ME224062613,38.4505199,-121.3883956
ME223044913,37.6791198,-121.0179051
ML81958205,37.3367519,-121.7921212
ME223109155,38.03908089999999,-121.3395701
ME223103786,37.9513989,-121.262033
ML81963561,37.659285,-122.1064446
ME224085536,36.701348,-121.6459265
41041031,37.75248300000001,-121.4419797
41033910,37.6348019,-122.1070514
41026603,37.8055036,-122.2414038
ME223077480,38.5518485,-121.1972985
ME223019896,37.9101609,-121.2943014
ME223081810,38.4149436,-121.3670561
BA323016990,38.3717687,-121.9785666
ME224055761,37.9919385,-121.3604917
CRFR23172725,37.69722110000001,-121.0144205
ME224000344,38.0364479,-121.3518405
ME224011448,38.7986193,-121.3598126
ML81967909,37.2363098,-121.8467404
BA324006985,38.2830691,-122.0390574
ML81949746,37.370523,-121.8026408
ME224045679,38.0412468,-121.3562122
ME224081279,37.9789513,-121.3211721
ML81935289,37.39903169999999,-121.8611601
ML81916016,37.31360720000001,-121.9034181
ME223001026,38.7682338,-121.3913867
ME223091400,38.797467,-121.385874
ML81924647,37.537242,-122.2874047
ME224060012,37.774411,-121.2105258
41033503,37.5551337,-122.0265474
ME223003425,38.0535167,-121.3879181
ME223062709,38.720122,-121.2840722
ME223103650,38.0337067,-121.3093317
BA324023871,38.0897361,-122.1909455
41056594,37.988259,-122.35193
ME224080551,37.6152848,-120.9466718
ME223022101,38.7727148,-121.3463397
ME224024122,38.7927891,-121.276388
ME223107340,38.046478,-121.397461
ML81919826,36.6675487,-121.679146
ME222108321,38.5575251,-121.2148075
ME223098531,38.3867434,-121.4473248
ME223053818,38.0509046,-121.2685603
ME223006381,37.9758217,-121.3092018
ML81911753,36.7077022,-121.6360227
ML81975945,37.6161141,-122.0341354
ME223024411,37.6845345,-120.9378358
BA324023551,38.3024351,-121.9764423
ML81967260,36.702089,-121.6616678
ME224021321,38.5927485,-121.3032469
ML81914997,37.25765579999999,-121.7944392
ME224017654,38.436702,-121.381299
ML81954568,37.9635606,-121.3181861
ME223031826,38.4048263,-121.3553112
ML81918926,37.6476928,-122.113077
ME224074915,38.75001109999999,-121.2934272
BA324008935,38.1449411,-122.2382353
ME223032526,37.6809918,-120.9529881
ME224078622,37.61637899999999,-120.9585114
ME223089811,38.7617796,-121.2407842
ME223002836,38.4179782,-121.3970639
41054604,38.02057240000001,-121.3064366
ME223011338,37.9235818,-121.2600736
ME224023922,37.7477925,-121.47141
BA324042195,38.4715673,-122.6566853
41056469,37.3660242,-122.0113319
ME224075894,38.7520703,-121.2974013
ML81932261,37.389967,-122.0273337
ME224009375,38.7521597,-121.3413255
ME224040943,37.8190031,-121.2376463
ME223038027,38.4182546,-121.4344802
ML81926433,36.6968075,-121.6607248
41017554,38.3588931,-121.9944684
ME224002957,38.048777,-121.405155
ME223066844,38.4125373,-121.3661447
ME223033565,38.7111122,-121.3099562
ML81947816,37.3087422,-121.9101896
ME223003854,38.4355599,-121.4319802
ME223032347,37.9081479,-121.3168872
ML81946753,37.3607407,-122.0026574
BA323908414,38.3322373,-121.9551696
ME224036584,37.9743364,-121.2997382
ME223090236,37.9079414,-121.2978325
ME224017165,37.6668531,-121.0133126
ME224021151,37.968641,-121.2255454
41033092,37.6705646,-121.7831971
ME224006277,38.7791326,-121.3411773
CROC23168293,37.6703717,-121.7926492
ME223016665,38.0310225,-121.3197554
BA323926092,38.2414715,-122.0699879
ME224007554,38.0045273,-121.2980091
BA324012863,37.6819773,-121.7865332
BA323039787,38.4553078,-122.7534111
ME223054713,38.0391949,-121.3359412
ME222139668,37.6645998,-120.9505676
BA323005566,38.2608138,-122.026159
ME223097105,38.4471231,-121.3842275
ME223106206,38.5832955,-121.3060107
ME223118535,38.4260361,-121.4232569
ML81939405,37.3495814,-122.0208857
41019902,37.4707974,-121.9110645
ME224063955,38.7676204,-121.3276304
ME224044535,38.0044642,-121.3598647
ME223073635,37.9674807,-121.2254519
ME224057019,37.9682073,-121.2241499
ME224018905,38.7551521,-121.3079683
ME222127600,37.6485612,-121.0348831
BA323915238,38.2177442,-122.1537822
ME223013113,37.6028966,-120.9999608
ME224030211,38.7765434,-121.3527735
ME224015635,38.736442,-121.2954722
BA323046289,38.2751999,-122.042463
ML81939532,37.3676614,-122.0588615
41030345,37.6282644,-122.0927671
41019695,37.9457366,-122.3185911
ML81957305,37.3815789,-121.8718934
ME223086540,38.4473338,-121.4000973
ME223033548,37.80227259999999,-121.218099
ME224037785,37.9889379,-121.3592518
BA323041379,38.43212990000001,-122.6639251
ME224020363,37.9030677,-121.2943618
ME222149172,38.76752949999999,-121.3842647
BA324043331,38.3655583,-121.9955968
ME223009966,37.6511151,-120.9895399
ME224034330,37.6981665,-121.05663
ME223041769,38.7832772,-121.3352379
ME224002860,38.7157826,-121.3115052
ML81932371,37.340145,-121.7905958
ME223091851,37.9418869,-121.2898733
ME222147115,37.675098,-121.0417407
ME224048269,38.7693649,-121.3598469
ME224015809,38.7867228,-121.3431712
41028647,37.5309602,-121.9946964
ML81940973,37.3490443,-121.8694676
41056907,37.6760395,-121.7607887
ML81968304,36.685593,-121.6609836
ME223031382,38.0564964,-121.3387085
ME224092109,38.6967457,-121.3006035
ME224069796,37.7527016,-121.4504247
ME223076574,38.8081253,-121.3240878
ML81938890,37.2760125,-121.9198582
ME224085264,37.4065651,-121.8843688
BA323050136,38.4751292,-122.7025048
ML81966276,37.3442373,-121.8897424
ME224050129,38.4239187,-121.4541211
ME223066376,37.7856944,-121.2279156
ME223084121,37.6655435,-120.9777307
ME224051056,38.4210692,-121.426812
ME223103374,37.98697629999999,-121.3483778
ML81963431,37.5765525,-122.3341769
ME223090904,38.798889,-121.3380857
ME223085695,37.6865607,-120.9470937
41051956,37.7935514,-121.224159
ME222137480,37.6433591,-120.9648431
ME223006629,37.6699249,-120.9685632
41028269,37.9460725,-122.3352635
BA323028244,38.1123315,-122.2348875
ME224021539,37.81233,-121.203102
ML81903771,37.3096674,-121.9055962
ME223104040,38.4350415,-121.4385872
BA324020483,38.0955407,-122.234486
ME222148040,38.8073007,-121.3239375
ME223113815,38.7348429,-121.2927403
ME224023078,37.9919041,-121.3525772
ME224088690,38.7556448,-121.3147357
ME224017608,37.599324,-121.0109717
BA323002135,38.1538072,-122.2585018
ME224026072,38.0068583,-121.3296251
ME222148667,38.78271050000001,-121.3289905
41034192,37.4693379,-121.9160433
ME224004890,37.6848253,-120.9525853
ME224035834,37.6911534,-121.0230388
ME224077518,38.3956955,-121.4228459
ME224043405,38.7674716,-121.3550973
ME223104847,38.4277273,-121.3551096
ME222145623,38.7659628,-121.3776763
ME223110923,37.69409539999999,-121.0198348
ME223046576,37.6224321,-121.0314243
ME223021130,37.9698939,-121.2938611
ME224023041,38.8017151,-121.350114
41056500,37.6584422,-122.1059632
41039370,38.0725225,-122.2206865
ME224004000,38.7993099,-121.3657205
ME224018823,38.6827209,-121.2803448
ME223000322,37.9808949,-121.258391
ME223015011,38.3890208,-121.4512691
41019544,37.7966892,-121.2220461
ML81972721,37.6264328,-121.0276537
41062183,37.7213528,-121.7466177
ME223097590,38.010427,-121.2771273
CRMC23000064,37.2926885,-120.4609153
ME223093323,38.798764,-121.386648
ML81935688,37.2651352,-121.9355508
ME224001944,38.0206357,-121.3528236
ME223052611,38.0138261,-121.3061966
ML81925992,37.5579321,-122.308128
ME224011259,37.6566206,-120.9489395
41056590,37.9980472,-121.2790828
ME224074468,37.3060326,-120.4593881
ME223084091,38.036262,-121.3417537
ML81952487,37.2983331,-121.8353023
41067511,37.7493894,-121.4619319
BA324050096,38.4679777,-122.6521998
41051260,37.9750839,-122.3264846
ME223053091,38.7782105,-121.3613583
ME222121522,37.6502494,-121.0485663
ME223018061,37.6436949,-120.9497647
ML81974427,36.6688081,-121.6538215
ME223102428,37.5966784,-120.9975274
ME224036739,38.0048991,-121.3008607
41049391,37.9475743,-122.3391878
ME224012869,38.75295879999999,-121.2336733
ME223113033,38.70700679999999,-121.2997893
ME223076377,38.0259379,-121.2690034
ME223069010,37.809855,-121.2060777
ME223039507,38.052416,-121.270447
ME223076990,38.4369547,-121.4438059
ME224022067,38.7719583,-121.3595397
ME223020528,38.7416633,-121.2850556
41043973,37.6304544,-122.0857571
BA323015124,38.4337837,-122.7676415
41027145,37.8040501,-122.2785479
CRFR23017532,37.3382728,-120.4804608
ME224064101,38.7786473,-121.3369489
ME223051431,38.7939562,-121.2711085
ME224049170,38.0020134,-121.3373425
ME224010945,37.9665043,-121.3050502
ML81922580,36.6856669,-121.6639933
41046263,37.6585492,-122.0840763
BA324008518,38.1500323,-122.2393982
ME224039625,38.7695779,-121.3728127
BA322103225,38.2609269,-122.0283528
ME222139381,38.4360331,-121.3854648
ML81962409,37.5516573,-122.3162957
BA324015916,38.3405018,-121.9885025
ME224003089,37.6430593,-120.9346913
ME224074410,37.9992308,-121.296413
ML81966410,37.2540291,-121.8835533
ME222134593,37.8304562,-121.2519302
BA324009685,38.2702248,-122.0193812
ME223044371,38.7960578,-121.3400003
ME223097301,38.7607727,-121.3153678
41043079,37.7456323,-122.1820019
ME223078896,38.0287722,-121.3591118
ME224025671,38.76635,-121.2368122
ME223052476,38.7871483,-121.3428281
ME223092879,37.6840242,-121.003046
ME223042168,38.0288933,-121.305803
ML81950842,37.9976587,-121.2775225
ME224059161,37.7900548,-121.2409451
ME224072314,38.704999,-121.2593518
ME223104439,37.9693769,-121.2768891
ME222131799,37.9692119,-121.3088441
ME222138805,37.9794708,-121.2620889
ME223057219,38.7265469,-121.2939924
ME223035530,37.7028851,-121.018943
BA323014592,38.4467306,-122.7482983
ME223010372,38.3979721,-121.3656038
41052061,37.6512825,-122.0932865
ME223003647,38.73572600000001,-121.2677778
ME223051957,38.7993146,-121.3661212
ME223061559,38.8044162,-121.3461974
BA324019794,38.1544881,-122.260609
ML81945615,37.2824495,-121.9162939
ME223032837,37.6465736,-121.0411251
ME222146442,38.7812438,-121.3402629
ME223028172,37.698928,-121.4319846
41044255,37.534627,-121.9428364
ML81972680,37.4127875,-121.8740946
ME223088045,37.644118,-120.9712053
ML81924194,37.534675,-121.9705028
ML81951060,37.5313205,-122.2978373
ME223023526,38.0508596,-121.2718543
ME224010190,37.6487822,-120.9228803
ML81914339,37.2981724,-121.8196599
ME223044220,37.9933609,-121.2794884
ML81910244,37.3154048,-121.8236536
ME224035920,38.77363,-121.3179878
41027013,38.2795943,-122.0005634
ME223087985,37.9617646,-121.3069733
ME224025510,38.0294705,-121.3551946
ME223004234,37.9256624,-121.284169
ME224084565,38.7691772,-121.3152831
ML81921230,37.2148856,-121.8650815
ML81919655,37.313703,-121.7859829
ME223107182,38.7145709,-121.2954254
ME224062181,38.0449362,-121.2679287
ML81957700,37.9213674,-121.3046202
ME223099363,38.6981679,-121.3108582
ME224011762,38.4351151,-121.4107021
ML81931973,37.5577979,-122.2949385
ME223035802,37.2409229,-121.9399177
BA323043528,38.2770951,-122.0367162
ME223099088,38.4277783,-121.3814697
ME223094157,37.8394792,-121.2423365
ML81962977,37.5485364,-122.2962529
ME223013519,38.744962,-121.316675
41030117,37.7547132,-122.1607537
ME223115960,38.3978204,-121.3383915
ME223077607,38.01045390000001,-121.2904609
BA323046703,38.15432699999999,-122.2818483
ML81939030,36.7033342,-121.6426716
ML81922250,37.31044380000001,-121.9484721
ME223026632,38.4445159,-121.3888573
ME224057969,38.02665770000001,-121.2644685
ME224000830,38.4048915,-121.3797689
ME223026526,37.6712134,-120.9436233
BA323907202,38.27622720000001,-121.9651701
41027810,37.7960715,-122.2321571
41044969,37.7704558,-122.1951326
41038348,37.9306252,-121.2636092
BA323912295,38.1241857,-122.2325342
ME223034391,37.6848764,-121.020574
ML81915039,37.3067079,-121.8934841
ME224043128,37.6690756,-120.9265402
ME223061290,38.7472818,-121.3163456
ME224060747,37.9878388,-121.3053614
ME224023346,37.7865429,-121.2290966
CRMC22259737,37.328292,-120.4568914
ME222144978,37.8236313,-121.2258614
41024543,37.7454213,-122.1727757
ME223084329,37.6685141,-120.9964914
ML81962118,37.53589789999999,-122.2866329
ME223021151,37.6634716,-121.0217548
ME223023857,38.7791361,-121.3402674
ML81919649,37.5325497,-122.317242
ML81961594,37.67488840000001,-121.0246711
ML81942465,37.2340701,-121.8650115
ME224048398,37.99292459999999,-121.3339804
BA323919729,38.28267719999999,-122.0208927
ML81910571,36.7093187,-121.6215063
ML81953784,37.565332,-122.2952797
ML81942095,38.4393718,-121.3780454
ME224076507,38.7463452,-121.3665549
ME224033463,37.9607125,-121.2346544
ME224020915,38.403052,-121.4373724
ME224046342,38.4494241,-121.3692147
BA323040021,38.3304653,-121.9678499
BA324018556,38.1187037,-122.2327052
ME223078073,37.7513425,-121.4502299
ME224020933,37.7185092,-121.4143447
ME223076098,38.57774270000001,-121.2858198
ME224017628,38.7500265,-121.2281204
41070240,37.6836593,-121.7300946
ME223046999,38.4142366,-121.4143353
ME223102299,38.438531,-121.430485
ME223020676,37.6981074,-121.4365514
41041344,37.6128305,-122.0366431
ME223105342,38.7716498,-121.3412356
ME223075357,37.9218409,-121.2842063
41044603,38.0120732,-121.3690607
41031645,37.82619930000001,-121.2295187
ME223045914,38.0184529,-121.2882385
ME224070504,37.7421429,-121.4453966
ME223032958,38.75402649999999,-121.3157335
41061803,37.6277872,-122.0884249
ML81961675,37.5497685,-122.3087084
ME224083356,38.4260085,-121.4505949
41017142,37.5711565,-122.017572
ME222121597,38.7799105,-121.3344944
41060591,37.6715073,-120.9999233
ME223047529,38.7940272,-121.2856785
41055097,38.7857593,-121.339365
BA324031679,38.1892718,-122.1432407
ML81959871,37.3503482,-122.0028223
ME222149212,38.4077841,-121.354724
41058857,37.7319592,-121.4435507
ME223110292,37.63992,-120.9816388
ME223107835,37.7310917,-121.427726
ML81964090,37.3633895,-121.7999584
41023870,38.2670321,-122.0460408
ME224041104,38.39925789999999,-121.385089
ME223117533,37.6457994,-120.9544157
ME223057951,37.6529971,-120.9858926
BA323053932,38.3692953,-121.9468542
CRMC23030022,37.3406809,-120.4916086
ME222148635,38.5589129,-121.2337584
ME223032634,38.7674792,-121.3490894
41034953,38.2773049,-122.0427282
ME224061362,38.7093169,-121.2510236
CRMC24108720,37.2857031,-120.4495578
41040395,37.6900222,-121.7596819
ML81930902,37.6307261,-122.0644135
41059474,37.5409272,-121.9927943
ML81914583,37.5472901,-122.0109538
ML81944960,37.2518865,-121.8950396
ME223015207,37.8049854,-121.1907819
ME224066250,38.7831386,-121.2931644
ME224034013,38.0018812,-121.3400679
ML81957626,37.2305046,-121.7964335
ME223025772,37.6739224,-121.0163493
ML81931459,37.3311222,-121.9197883
ME224027284,37.6811404,-121.0159726
ML81938912,37.3168709,-121.8969272
ML81940082,37.3285286,-121.8987278
ME223032201,38.0151443,-121.3494673
ME224031813,38.0560015,-121.3387675
ME224051726,38.0159068,-121.352901
ML81960771,37.548306,-122.0185831
ML81960900,37.2728199,-121.8565123
ME224002982,38.0486206,-121.3255346
ME223067674,38.40383,-121.4787399
ME224016465,38.8011076,-121.3923185
SF424048681,37.6224494,-122.0941849
CRSC23095988,37.9684659,-121.3150042
ML81942680,37.2423167,-121.8300482
ML81973407,37.3471304,-121.8646424
ME223015136,37.5976347,-121.0122832
BA323002612,38.3663611,-121.9465333
ME222139958,38.8095513,-121.3580694
ME223019909,37.6599986,-120.9612355
41041616,37.6875195,-121.7269535
ME223009960,37.6474366,-120.9028769
BA324032272,38.4372677,-122.7489328
ML81918348,37.3682729,-122.0562521
ME223053593,38.759426,-121.380307
ME224012712,38.0394564,-121.3592949
ME224069676,38.8046606,-121.3742131
41041891,37.6645691,-121.7811837
BA323920321,38.4604006,-122.6813337
ME223029407,38.052594,-121.271929
ME223023766,37.9486354,-122.3533115
ME223092761,38.7606179,-121.304933
41021361,38.3446972,-121.9794358
41035096,37.6762518,-120.9366085
BA323032862,38.2687852,-122.0200746
ME223058874,38.6904198,-121.307582
41014724,37.534702,-121.969715
ME223034942,38.7676704,-121.3100298
ME224078958,37.9594984,-121.3226905
ME224082695,37.63985419999999,-120.9656675
41018577,38.2556021,-122.0521237
ME224057621,38.727284,-121.2577857
ML81952069,37.24383,-121.8439057
ME224025922,37.9322745,-121.2629389
ME224042430,38.3985227,-121.3933851
41018586,37.7412752,-121.4751958
ME223058613,37.2785743,-120.4947478
ME223115929,37.8247696,-121.250354
ML81962028,37.3347562,-121.9191687
ME223039478,37.6986127,-120.9910394
CRSR23122056,38.0362039,-121.2720035
ME223118317,38.01215759999999,-121.3119306
41048558,37.6440291,-122.0869013
ME223054739,38.0464592,-121.3958815
ME223016074,38.027939,-121.3211315
ME224007495,37.6737609,-121.0062049
ME222127047,38.7448993,-121.2804352
ME224073369,37.6837984,-120.971098
41053486,37.6741678,-122.120534
BA322100032,38.275391,-122.0238185
ME223055491,38.767048,-121.391667
